omega,P_omega_delta_0.15,P_omega_delta_-0.15
988.6999999999996,2.1154128925043334e-16,5.103530081355524e-18
988.8999999999996,2.114493751451051e-16,5.080357411141622e-18
989.0999999999996,2.1142786821554445e-16,5.107548823925161e-18
989.2999999999996,2.1131863294017655e-16,5.087418045373488e-18
989.4999999999997,2.1121719581966683e-16,5.096736937523693e-18
989.6999999999996,2.1110297142347717e-16,5.08412314864222e-18
989.8999999999996,2.1110535133621016e-16,5.084893063851284e-18
990.0999999999997,2.109953494451233e-16,5.0884595036739425e-18
990.2999999999996,2.1082355759613512e-16,5.075681696580043e-18
990.4999999999997,2.1085341505717084e-16,5.087297423774703e-18
990.6999999999997,2.1064009209429238e-16,5.068582834532116e-18
990.8999999999996,2.1063309847581511e-16,5.092431612088097e-18
991.0999999999997,2.1058210105278488e-16,5.060777293644249e-18
991.2999999999997,2.1041195162673396e-16,5.074485222454586e-18
991.4999999999997,2.1044350703461788e-16,5.066071373130317e-18
991.6999999999997,2.101900456050579e-16,5.07743983588154e-18
991.8999999999997,2.1025454771787614e-16,5.065132972279115e-18
992.0999999999997,2.101454681727272e-16,5.064877738041065e-18
992.2999999999997,2.0994464548972953e-16,5.0564480330766234e-18
992.4999999999998,2.10022087513429e-16,5.057180068628956e-18
992.6999999999997,2.098201260474525e-16,5.0600717915248354e-18
992.8999999999997,2.0985721215229512e-16,5.0611036392177255e-18
993.0999999999998,2.0950687954688953e-16,5.042678595394413e-18
993.2999999999997,2.0972646383890086e-16,5.059586281862453e-18
993.4999999999998,2.0955281786054795e-16,5.0454919976159906e-18
993.6999999999998,2.0938452521426647e-16,5.051710757371088e-18
993.8999999999997,2.09381591416684e-16,5.046284729517772e-18
994.0999999999998,2.0921239611846249e-16,5.04244297414647e-18
994.2999999999998,2.091699860419975e-16,5.031826526691598e-18
994.4999999999998,2.0915687315610005e-16,5.0578496952813344e-18
994.6999999999998,2.089770551666864e-16,5.021152387328127e-18
994.8999999999999,2.0902688888907564e-16,5.0461328093147406e-18
995.0999999999998,2.0870141222550824e-16,5.023581515979362e-18
995.2999999999998,2.0882737649598888e-16,5.035778209532613e-18
995.4999999999999,2.0861724844360337e-16,5.022238664849649e-18
995.6999999999998,2.0865052196179896e-16,5.0312009750894614e-18
995.8999999999999,2.0851565326233396e-16,5.031993532317167e-18
996.0999999999999,2.0834551124504637e-16,5.0228560146459026e-18
996.2999999999998,2.0843433979599842e-16,5.0037636756347695e-18
996.4999999999999,2.0813634347699253e-16,5.0422409331478725e-18
996.6999999999999,2.0829612530503916e-16,5.0075602863485766e-18
996.8999999999999,2.0795838786085165e-16,5.010470951188371e-18
997.0999999999999,2.0805073338397035e-16,5.0122715506674096e-18
997.3,2.0802072033697482e-16,5.017767266098695e-18
997.4999999999999,2.0770357958460204e-16,4.99744223979257e-18
997.6999999999999,2.0775817214219245e-16,5.025768198237608e-18
997.9,2.0772036321055205e-16,4.9830278932396286e-18
998.0999999999999,2.0757676950946913e-16,5.012696638416459e-18
998.3,2.074402134371646e-16,5.000646783237521e-18
998.5,2.0745968143418446e-16,5.004671864792415e-18
998.6999999999999,2.0742294721433534e-16,4.9834198608621975e-18
998.9,2.0710787269865684e-16,5.014419967075856e-18
999.1,2.072031047787411e-16,4.983971021220883e-18
999.3,2.071227747031768e-16,4.973174231068682e-18
999.5,2.0698712112612755e-16,5.010974643210292e-18
999.7,2.0682310494782675e-16,4.985333312031337e-18
999.9,2.069233971471382e-16,4.9673759126825676e-18
1000.1,2.0669824456512705e-16,5.008789248356296e-18
1000.3000000000001,2.067077058032817e-16,4.952692909991532e-18
1000.5,2.065412168005928e-16,4.9990924060566876e-18
1000.7,2.0653779352585563e-16,4.96514048647578e-18
1000.9000000000001,2.064584839552057e-16,4.982018122940948e-18
1001.1,2.0625357196755552e-16,4.96897573665166e-18
1001.3000000000001,2.0627218172476462e-16,4.972983178785363e-18
1001.5000000000001,2.0618154108289268e-16,4.9665296214595315e-18
1001.7,2.0607864796341783e-16,4.968350310335544e-18
1001.9000000000001,2.0595612678894287e-16,4.961722400932494e-18
1002.1000000000001,2.0604955009941821e-16,4.971731878332715e-18
1002.3000000000001,2.0568868047571876e-16,4.946930363756823e-18
1002.5000000000001,2.0581413605370025e-16,4.9623950379286804e-18
1002.7000000000002,2.0563867419124162e-16,4.963513831954548e-18
1002.9000000000001,2.0561122977739977e-16,4.947334225274604e-18
1003.1000000000001,2.0549818267898376e-16,4.957673409358309e-18
1003.3000000000002,2.0548138632716633e-16,4.949260149246493e-18
1003.5000000000001,2.0530059796071594e-16,4.9399156616353734e-18
1003.7000000000002,2.0521299136214818e-16,4.962144207660587e-18
1003.9000000000002,2.0523200773048343e-16,4.947057934455139e-18
1004.1000000000001,2.0506551193006192e-16,4.9268340318875676e-18
1004.3000000000002,2.04982035547478e-16,4.949708869520152e-18
1004.5000000000002,2.0504477817835343e-16,4.9402707865081235e-18
1004.7000000000002,2.0475790978775722e-16,4.9368202858886e-18
1004.9000000000002,2.0483030546798491e-16,4.923177003869218e-18
1005.1000000000003,2.0464258136328633e-16,4.9552403474129515e-18
1005.3000000000002,2.045949323509428e-16,4.90756238388762e-18
1005.5000000000002,2.045243374930997e-16,4.940998349955832e-18
1005.7000000000003,2.0445914544380768e-16,4.9278852025548465e-18
1005.9000000000002,2.0436305080329484e-16,4.920869802539754e-18
1006.1000000000003,2.042198666137348e-16,4.921792777214086e-18
1006.3000000000003,2.0428269264917633e-16,4.9268839079215155e-18
1006.5000000000002,2.0404365431929115e-16,4.919944926827362e-18
1006.7000000000003,2.0405823032084147e-16,4.9105593618905e-18
1006.8999999999993,2.0388763021181973e-16,4.9165333894720305e-18
1007.0999999999993,2.0394012228250976e-16,4.917104181641319e-18
1007.2999999999994,2.0385261497527798e-16,4.897840458513224e-18
1007.4999999999993,2.0352078812332821e-16,4.927056069797412e-18
1007.6999999999994,2.037649229999111e-16,4.899496270969997e-18
1007.8999999999994,2.0351745520542677e-16,4.906424247530225e-18
1008.0999999999993,2.0342149216429626e-16,4.907980792572096e-18
1008.2999999999994,2.0338890773104248e-16,4.8985824366105854e-18
1008.4999999999994,2.0326626693826145e-16,4.89514268553818e-18
1008.6999999999994,2.0326741102373635e-16,4.907393741265147e-18
1008.8999999999994,2.031415404837415e-16,4.8824846354882686e-18
1009.0999999999995,2.0303331167759972e-16,4.913222239026069e-18
1009.2999999999994,2.0302224712268601e-16,4.867497241014894e-18
1009.4999999999994,2.0288043099206889e-16,4.9082119263093914e-18
1009.6999999999995,2.0276186381519588e-16,4.87336487243851e-18
1009.8999999999994,2.0275038697226963e-16,4.8916848272647965e-18
1010.0999999999995,2.0266019514497995e-16,4.888387893769653e-18
1010.2999999999995,2.0260080683374122e-16,4.879156640283928e-18
1010.4999999999994,2.0247500936315109e-16,4.8919290926981235e-18
1010.6999999999995,2.023137995865587e-16,4.8597708225365585e-18
1010.8999999999995,2.0248759932000215e-16,4.876796565113826e-18
1011.0999999999995,2.0212972195560866e-16,4.882029053879673e-18
1011.2999999999995,2.0216435518374619e-16,4.866631725156512e-18
1011.4999999999995,2.0219231973583572e-16,4.876765774521354e-18
1011.6999999999995,2.020245781011268e-16,4.868699046610021e-18
1011.8999999999995,2.018165912692547e-16,4.865147539398055e-18
1012.0999999999996,2.0185344706117895e-16,4.868435814513921e-18
1012.2999999999995,2.018335902979499e-16,4.851886844192354e-18
1012.4999999999995,2.0159684587389766e-16,4.873215027063606e-18
1012.6999999999996,2.0169462183794135e-16,4.8371687270279315e-18
1012.8999999999995,2.0146718652099422e-16,4.881116370844238e-18
1013.0999999999996,2.0150319542834266e-16,4.8433429389550235e-18
1013.2999999999996,2.0131151810214175e-16,4.846865127060511e-18
1013.4999999999995,2.0131360605991058e-16,4.8646199358976225e-18
1013.6999999999996,2.0120289997959485e-16,4.8480119583257166e-18
1013.8999999999996,2.0109659657890155e-16,4.841833752987026e-18
1014.0999999999996,2.010841709487944e-16,4.838741337198986e-18
1014.2999999999996,2.0093146466814656e-16,4.85545140903658e-18
1014.4999999999997,2.0094709327716254e-16,4.840896847682252e-18
1014.6999999999996,2.0071853536875634e-16,4.834908085106924e-18
1014.8999999999996,2.0074923877987823e-16,4.839319099981577e-18
1015.0999999999997,2.007067850701231e-16,4.8231507909046956e-18
1015.2999999999996,2.0061592217884663e-16,4.844748423287438e-18
1015.4999999999997,2.0034741701654685e-16,4.8282412405680506e-18
1015.6999999999997,2.0043883327748474e-16,4.838775700232101e-18
1015.8999999999996,2.0041294523067666e-16,4.826600365680193e-18
1016.0999999999997,2.0019691811301986e-16,4.8225604973201e-18
1016.2999999999997,2.001823313556114e-16,4.8248427076245965e-18
1016.4999999999997,2.0008772388864837e-16,4.820390829201532e-18
1016.6999999999997,2.0003582512451605e-16,4.8325162489469e-18
1016.8999999999997,1.998998303598977e-16,4.791270261438559e-18
1017.0999999999997,1.9986692313897772e-16,4.8346522302433245e-18
1017.2999999999997,1.9976094798558362e-16,4.815000112076265e-18
1017.4999999999998,1.9969904042039e-16,4.8074575830485135e-18
1017.6999999999997,1.9968501883274513e-16,4.810342301031932e-18
1017.8999999999997,1.9950018618854638e-16,4.818424188873828e-18
1018.0999999999998,1.9946213867698466e-16,4.797226917079904e-18
1018.2999999999997,1.994084673244912e-16,4.8055486039347205e-18
1018.4999999999998,1.9918076640381696e-16,4.8103988340956475e-18
1018.6999999999998,1.9932002698505472e-16,4.795106874323018e-18
1018.8999999999997,1.9916989882136872e-16,4.793612874658164e-18
1019.0999999999998,1.989990057047742e-16,4.8243421165472925e-18
1019.2999999999998,1.990120215957414e-16,4.767785179436189e-18
1019.4999999999998,1.9891396515310783e-16,4.805388538436161e-18
1019.6999999999998,1.988230533458433e-16,4.7905935108610676e-18
1019.8999999999999,1.987582604328955e-16,4.78920771665791e-18
1020.0999999999998,1.9867248455313325e-16,4.78368201056539e-18
1020.2999999999998,1.9861169346587802e-16,4.791031068460774e-18
1020.4999999999999,1.9850963661134687e-16,4.780278105375611e-18
1020.6999999999998,1.9846986298132905e-16,4.7927300806039475e-18
1020.8999999999999,1.9831643429836005e-16,4.772892080851589e-18
1021.0999999999999,1.983224865249866e-16,4.773006365968324e-18
1021.2999999999998,1.9813202293393713e-16,4.794443998586442e-18
1021.4999999999999,1.9817776729779358e-16,4.755319064876083e-18
1021.6999999999999,1.9805023569260833e-16,4.7869257756203884e-18
1021.8999999999999,1.9795287961802156e-16,4.762308365458251e-18
1022.0999999999999,1.9792079030116828e-16,4.773773213314238e-18
1022.3,1.977566268202639e-16,4.759684694208159e-18
1022.4999999999999,1.9779347374627746e-16,4.777200744535944e-18
1022.6999999999999,1.9769144790876396e-16,4.7559415880741646e-18
1022.9,1.9754702203627028e-16,4.763542240320131e-18
1023.0999999999999,1.974191496043408e-16,4.754338446052544e-18
1023.3,1.974643360022121e-16,4.77574879714676e-18
1023.5,1.974949301464014e-16,4.741738833091027e-18
1023.6999999999999,1.971334376145766e-16,4.7542326523478156e-18
1023.9,1.9719210249906717e-16,4.75892691034767e-18
1024.1,1.971111305196071e-16,4.752657734461766e-18
1024.3,1.9707297903244888e-16,4.745129715817775e-18
1024.5,1.969553371743805e-16,4.7330147975141434e-18
1024.7,1.9683887060501415e-16,4.753345431597648e-18
1024.9,1.9691553376095915e-16,4.749728938555562e-18
1025.1000000000001,1.9661292457265072e-16,4.7461760552764724e-18
1025.3,1.9676920409461486e-16,4.72800411935845e-18
1025.5,1.9644042235461522e-16,4.736734497510919e-18
1025.7,1.9656753132346376e-16,4.735463429439648e-18
1025.9,1.9641842869541303e-16,4.743588134560629e-18
1026.1000000000001,1.9641507151277733e-16,4.7183384089935834e-18
1026.3000000000002,1.9615174168755812e-16,4.741697719345893e-18
1026.5,1.9621458677454783e-16,4.723479004677907e-18
1026.7,1.961972530654824e-16,4.72667062782706e-18
1026.9,1.9593145362150557e-16,4.723374821883814e-18
1027.1000000000001,1.9604267149905006e-16,4.726010358052075e-18
1027.3000000000002,1.9578977379404167e-16,4.7233722614626904e-18
1027.5000000000002,1.9582487269631583e-16,4.707472836986579e-18
1027.7,1.957294491723124e-16,4.723218416070839e-18
1027.9,1.9573932048191288e-16,4.71686618387447e-18
1028.1000000000001,1.9547726973106035e-16,4.708513431547704e-18
1028.3000000000002,1.9554026904487023e-16,4.725252254160371e-18
1028.5000000000002,1.9543897714698794e-16,4.705810589454722e-18
1028.7000000000003,1.9524359423674667e-16,4.694104433540893e-18
1028.9,1.9541340203103657e-16,4.704102810544728e-18
1029.1000000000001,1.951565404371339e-16,4.718051280669216e-18
1029.3000000000002,1.9511490173573929e-16,4.7133063324137446e-18
1029.5000000000002,1.9494821845090972e-16,4.672819374238659e-18
1029.7000000000003,1.95046786489016e-16,4.717793893771002e-18
1029.9000000000003,1.9486777955940075e-16,4.681020119893572e-18
1030.1000000000001,1.9480807738161405e-16,4.703458611758699e-18
1030.3000000000002,1.9477605891249216e-16,4.694133915755842e-18
1030.5000000000002,1.946646436873505e-16,4.689942446789966e-18
1030.7000000000003,1.9447077334858814e-16,4.691668448975443e-18
1030.9000000000003,1.9461947406339754e-16,4.6917181355662634e-18
1031.1000000000004,1.9438121018689943e-16,4.686887204462738e-18
1031.3000000000002,1.9440030562598687e-16,4.668418950827015e-18
1031.5000000000002,1.9422339952409344e-16,4.692635062652115e-18
1031.7000000000003,1.9422435857913426e-16,4.6693346232012004e-18
1031.8999999999994,1.9413231096896548e-16,4.701009863225772e-18
1032.0999999999995,1.9400002171936705e-16,4.666077969929392e-18
1032.2999999999993,1.9407199081270766e-16,4.682327441143755e-18
1032.4999999999993,1.9389355452255225e-16,4.65039781365687e-18
1032.6999999999994,1.937324481336587e-16,4.691866772937416e-18
1032.8999999999994,1.938672600843007e-16,4.656568975606087e-18
1033.0999999999995,1.9362955107608741e-16,4.6778274684454354e-18
1033.2999999999995,1.9357280309616395e-16,4.658038062423897e-18
1033.4999999999993,1.9360056371844138e-16,4.672925885236592e-18
1033.6999999999994,1.9334761120509305e-16,4.647530366922866e-18
1033.8999999999994,1.9336290957004612e-16,4.67379821781242e-18
1034.0999999999995,1.9339714280940677e-16,4.654357171843181e-18
1034.2999999999995,1.9316846768520504e-16,4.65600917591607e-18
1034.4999999999995,1.93114076000981e-16,4.6524930929374e-18
1034.6999999999994,1.9313240813774472e-16,4.656280475435121e-18
1034.8999999999994,1.9298573495992339e-16,4.660273103694e-18
1035.0999999999995,1.9287438906279806e-16,4.641817297052434e-18
1035.2999999999995,1.9294242173945207e-16,4.638514027650645e-18
1035.4999999999995,1.9266908724426007e-16,4.6522486273377725e-18
1035.6999999999996,1.927388222442315e-16,4.654148476365455e-18
1035.8999999999994,1.9267155698990077e-16,4.634426458854684e-18
1036.0999999999995,1.924486203644319e-16,4.629690592386956e-18
1036.2999999999995,1.9254338001472626e-16,4.642736858301573e-18
1036.4999999999995,1.9238770845522243e-16,4.651776740361411e-18
1036.6999999999996,1.9237570229459816e-16,4.6306157747129994e-18
1036.8999999999996,1.9212252588095508e-16,4.6219540491675115e-18
1037.0999999999995,1.922375493765064e-16,4.642458042964753e-18
1037.2999999999995,1.9213030863235894e-16,4.626230460079955e-18
1037.4999999999995,1.9200918403134065e-16,4.6166640885391835e-18
1037.6999999999996,1.9191242848905798e-16,4.6451810919412815e-18
1037.8999999999996,1.9188810584829134e-16,4.61798962141105e-18
1038.0999999999997,1.9185593719016343e-16,4.611607939571587e-18
1038.2999999999995,1.9171305479342645e-16,4.62754538993851e-18
1038.4999999999995,1.9160289234969638e-16,4.622913092105384e-18
1038.6999999999996,1.9164553216825037e-16,4.613462095906543e-18
1038.8999999999996,1.914288122771285e-16,4.617551851420129e-18
1039.0999999999997,1.9145003822343843e-16,4.608464775217024e-18
1039.2999999999997,1.9131393396666068e-16,4.607542258676283e-18
1039.4999999999995,1.9138233509049335e-16,4.626870137639809e-18
1039.6999999999996,1.911631187328427e-16,4.606269308528306e-18
1039.8999999999996,1.9115879227293593e-16,4.593062115995102e-18
1040.0999999999997,1.9106895685915315e-16,4.612124907029221e-18
1040.2999999999997,1.9084839509764294e-16,4.602874377367833e-18
1040.4999999999998,1.90993549983986e-16,4.598339570512664e-18
1040.6999999999996,1.9094997998013575e-16,4.597120258098701e-18
