omega,P_omega_delta_0.15,P_omega_delta_-0.15
896.4999999999999,2.5761002640884366e-16,6.189390951067607e-18
896.6999999999999,2.57448364516093e-16,6.219446539366786e-18
896.8999999999999,2.5728634238607394e-16,6.210233355215668e-18
897.0999999999999,2.5726346515641685e-16,6.194599803806633e-18
897.3,2.5699631175749785e-16,6.188409219237878e-18
897.4999999999999,2.5704321292088934e-16,6.1899869408836485e-18
897.6999999999999,2.567749483452151e-16,6.192981097804477e-18
897.9,2.5680561626017377e-16,6.1950292339217226e-18
898.0999999999999,2.5662198924305074e-16,6.185321344291686e-18
898.3,2.5651312322143714e-16,6.17331353547919e-18
898.5,2.563919112882463e-16,6.191435207134187e-18
898.6999999999999,2.563083309280311e-16,6.1594211429544515e-18
898.9,2.561782454511737e-16,6.189007497153654e-18
899.1,2.559878946658643e-16,6.165367825988924e-18
899.3,2.55976963132733e-16,6.1587607522749156e-18
899.5,2.5583287847448794e-16,6.181077209748306e-18
899.7,2.55721441169249e-16,6.152403472599024e-18
899.9,2.556212096746674e-16,6.170080881359211e-18
900.1,2.5545041480620435e-16,6.141712510554723e-18
900.3000000000001,2.5534368427233646e-16,6.1699911674382925e-18
900.5,2.553362773131963e-16,6.1493277933347165e-18
900.7,2.550882522017154e-16,6.1381417945916066e-18
900.9000000000001,2.550337451304206e-16,6.153500978719353e-18
901.1,2.549652919496729e-16,6.148374077385415e-18
901.3000000000001,2.546930964972463e-16,6.135489492376492e-18
901.5000000000001,2.5481937575733524e-16,6.134469843190446e-18
901.7,2.5449926867777113e-16,6.140270487807936e-18
901.9000000000001,2.5448766957446086e-16,6.123861184376139e-18
902.1000000000001,2.543641008203842e-16,6.147911231380998e-18
902.3000000000001,2.541627633233042e-16,6.119870047409539e-18
902.5000000000001,2.5421108583525923e-16,6.114919735109126e-18
902.7000000000002,2.5401971969169993e-16,6.126125964449978e-18
902.9000000000001,2.538101128286591e-16,6.124425835903784e-18
903.1000000000001,2.5384722196694724e-16,6.11096646116348e-18
903.3000000000002,2.5365723548071277e-16,6.12639665478805e-18
903.5000000000001,2.5353344130522605e-16,6.087008972072011e-18
903.7000000000002,2.5347297001773573e-16,6.117346830340817e-18
903.9000000000002,2.5333536537359874e-16,6.111485176520043e-18
904.1000000000001,2.532108048515801e-16,6.099744151779022e-18
904.3000000000002,2.531187592683401e-16,6.10706541166969e-18
904.5000000000002,2.5299197529120897e-16,6.088138845963256e-18
904.7000000000002,2.528665569051435e-16,6.095357321541128e-18
904.9000000000002,2.528282678539491e-16,6.095876260970553e-18
905.1000000000003,2.526290199274958e-16,6.0856320514791074e-18
905.3000000000002,2.525162613890545e-16,6.09890700026468e-18
905.5000000000002,2.5245475381971945e-16,6.062262103355954e-18
905.7000000000003,2.523213723273729e-16,6.085124096240633e-18
905.9000000000002,2.5222219209192046e-16,6.0911083847167844e-18
906.1000000000003,2.52076105548706e-16,6.066008008635356e-18
906.3000000000003,2.5205422463178557e-16,6.074107661730654e-18
906.5000000000002,2.518860164731261e-16,6.072675772251157e-18
906.7000000000003,2.5164838266465993e-16,6.0728644421671555e-18
906.9000000000003,2.5174632514814736e-16,6.061878723375717e-18
907.1000000000003,2.5145841865157075e-16,6.054244963582041e-18
907.2999999999994,2.5152720246494596e-16,6.072109318447521e-18
907.4999999999993,2.51333077082762e-16,6.0421954489282344e-18
907.6999999999994,2.510913135879574e-16,6.057435427991434e-18
907.8999999999994,2.5118625388207837e-16,6.057929258643249e-18
908.0999999999993,2.5102768624520104e-16,6.0429418669438626e-18
908.2999999999994,2.50760606836438e-16,6.0627257864910556e-18
908.4999999999994,2.5083919678669515e-16,6.0260915095850245e-18
908.6999999999994,2.506424344091173e-16,6.0423866287098434e-18
908.8999999999994,2.505677068658081e-16,6.0361580944538345e-18
909.0999999999995,2.5035802769276245e-16,6.043502148161048e-18
909.2999999999994,2.5039104908075367e-16,6.0395021220246755e-18
909.4999999999994,2.502175021208229e-16,6.0169739871767925e-18
909.6999999999995,2.500585478358855e-16,6.0265960017958e-18
909.8999999999994,2.500053074389368e-16,6.032739253281926e-18
910.0999999999995,2.498728127196634e-16,6.01298654089145e-18
910.2999999999995,2.4980053905739137e-16,6.030908648809329e-18
910.4999999999994,2.496289636943569e-16,6.009894074348325e-18
910.6999999999995,2.4962188224150907e-16,6.0212669105252395e-18
910.8999999999995,2.493502028530998e-16,6.008157335077474e-18
911.0999999999995,2.494006323362863e-16,5.9960018562207216e-18
911.2999999999995,2.4916620017730907e-16,6.023833977977774e-18
911.4999999999995,2.491505478969371e-16,5.993377613893655e-18
911.6999999999995,2.4893867841871767e-16,6.005613783573816e-18
911.8999999999995,2.4889571340607513e-16,5.99404895776526e-18
912.0999999999996,2.4890991789626756e-16,6.00071299809609e-18
912.2999999999995,2.486008572293624e-16,5.987301281163012e-18
912.4999999999995,2.485029929289948e-16,5.999588806417753e-18
912.6999999999996,2.4848827268799944e-16,5.981082946050669e-18
912.8999999999995,2.4839023150615407e-16,5.992337545177454e-18
913.0999999999996,2.4815494071699005e-16,5.981305069521766e-18
913.2999999999996,2.482090763751879e-16,5.97002707363228e-18
913.4999999999995,2.479232071224007e-16,5.973840222244271e-18
913.6999999999996,2.4797269493822674e-16,5.989809649198116e-18
913.8999999999996,2.478217622195009e-16,5.96244403702916e-18
914.0999999999996,2.4766639109362948e-16,5.969885768497191e-18
914.2999999999996,2.475710603247801e-16,5.967478492856638e-18
914.4999999999997,2.4742981584676994e-16,5.9799278727666925e-18
914.6999999999996,2.474443088247504e-16,5.939500265525807e-18
914.8999999999996,2.471883144078737e-16,5.9681036911051585e-18
915.0999999999997,2.471995176264402e-16,5.9568914691631466e-18
915.2999999999996,2.4703667126406956e-16,5.948109073007061e-18
915.4999999999997,2.46893333635991e-16,5.95480806240397e-18
915.6999999999997,2.468923165610765e-16,5.944234878281845e-18
915.8999999999996,2.4663500217532316e-16,5.952708173275601e-18
916.0999999999997,2.4668161257241033e-16,5.940218984188189e-18
916.2999999999997,2.4641195370901536e-16,5.942436379527813e-18
916.4999999999997,2.46477805320801e-16,5.9424954398321925e-18
916.6999999999997,2.462018603019971e-16,5.9295319231514945e-18
916.8999999999997,2.4624461003524827e-16,5.929618284591499e-18
917.0999999999997,2.4600358147942057e-16,5.939670573037863e-18
917.2999999999997,2.4602871913388783e-16,5.9145127805710255e-18
917.4999999999998,2.458340916738436e-16,5.937900896885544e-18
917.6999999999997,2.4566169115416723e-16,5.905608482184333e-18
917.8999999999997,2.4572448312577063e-16,5.9422982296372544e-18
918.0999999999998,2.4546706042634975e-16,5.896774954399636e-18
918.2999999999997,2.4548080492176866e-16,5.932449311310386e-18
918.4999999999998,2.4524653407687647e-16,5.90270379838901e-18
918.6999999999998,2.4531198632952317e-16,5.91071836177836e-18
918.8999999999997,2.4499718366246e-16,5.908690007803549e-18
919.0999999999998,2.450454805410668e-16,5.9019865963253464e-18
919.2999999999998,2.4488587095610117e-16,5.899417714300818e-18
919.4999999999998,2.4468030874952896e-16,5.897940761709848e-18
919.6999999999998,2.4476397840994857e-16,5.900725015158483e-18
919.8999999999999,2.4459590223686457e-16,5.898792037232034e-18
920.0999999999998,2.4437357572699095e-16,5.885788112059268e-18
920.2999999999998,2.444090682246549e-16,5.89023448558325e-18
920.4999999999999,2.442270889974399e-16,5.882078109549887e-18
920.6999999999998,2.4411803248493736e-16,5.885131126250556e-18
920.8999999999999,2.4413829088224096e-16,5.888777544548352e-18
921.0999999999999,2.4373643281692047e-16,5.873355734396321e-18
921.2999999999998,2.4400741166403006e-16,5.878486511297983e-18
921.4999999999999,2.436427783992223e-16,5.862664894308971e-18
921.6999999999999,2.4358393511933354e-16,5.890979248800001e-18
921.8999999999999,2.4349486062223613e-16,5.847091896528821e-18
922.0999999999999,2.4341890548372405e-16,5.881602364849293e-18
922.3,2.432889349880567e-16,5.863535022662263e-18
922.4999999999999,2.4315786257698783e-16,5.848691668313213e-18
922.6999999999999,2.431035664500298e-16,5.864068420640007e-18
922.9,2.4295160051665596e-16,5.85601525943086e-18
923.0999999999999,2.428818739023135e-16,5.853075977014246e-18
923.3,2.4279201255378974e-16,5.854364248408995e-18
923.5,2.425474954468488e-16,5.843737771164211e-18
923.6999999999999,2.426522553408162e-16,5.846937831991947e-18
923.9,2.4237335332527184e-16,5.838948561558734e-18
924.1,2.4236920467031016e-16,5.836834265412356e-18
924.3,2.4227334183116086e-16,5.847563942305694e-18
924.5,2.420996798338148e-16,5.840911885825758e-18
924.7,2.4203783742523855e-16,5.816811608106042e-18
924.9,2.4185342200163476e-16,5.834888076768173e-18
925.1,2.418648913703893e-16,5.83266908464994e-18
925.3000000000001,2.4167469809024815e-16,5.8248522484006295e-18
925.5,2.41649590635306e-16,5.8151487545333e-18
925.7,2.4143262621750577e-16,5.831332804995873e-18
925.9000000000001,2.4150247387626496e-16,5.806264730462976e-18
926.1,2.4116499310348396e-16,5.818785988882075e-18
926.3000000000001,2.4128434809500643e-16,5.8138375957543695e-18
926.5000000000001,2.4097569293388455e-16,5.8128922138225365e-18
926.7,2.4099376547250856e-16,5.805064565925143e-18
926.9000000000001,2.409731134254477e-16,5.8108378347287276e-18
927.1000000000001,2.406641391296336e-16,5.7984083510752464e-18
927.3000000000001,2.4071351720661432e-16,5.7943471718229064e-18
927.5000000000001,2.4052554853971754e-16,5.792598208796427e-18
927.7000000000002,2.404493907070952e-16,5.813430974834795e-18
927.9000000000001,2.403497676512747e-16,5.781034029538475e-18
928.1000000000001,2.402860614509195e-16,5.788583254150046e-18
928.3000000000002,2.400704153017149e-16,5.7966247492986036e-18
928.5000000000001,2.401169791825002e-16,5.779281457781129e-18
928.7000000000002,2.3988540655137867e-16,5.7711074466964786e-18
928.9000000000002,2.3986440947694436e-16,5.799201375300397e-18
929.1000000000001,2.396735098365375e-16,5.769704646373964e-18
929.3000000000002,2.396870233794768e-16,5.771077172413962e-18
929.5000000000002,2.3950922991776417e-16,5.786856608498367e-18
929.7000000000002,2.39396207588514e-16,5.761262397890966e-18
929.9000000000002,2.3926583418201277e-16,5.752508766140404e-18
930.1000000000003,2.392474409407913e-16,5.778458152128358e-18
930.3000000000002,2.3908464067099427e-16,5.769964220100622e-18
930.5000000000002,2.390567576184759e-16,5.7418135860384775e-18
930.7000000000003,2.388601257687778e-16,5.77156599354773e-18
930.9000000000002,2.387833143225396e-16,5.750413166399166e-18
931.1000000000003,2.3873497507840126e-16,5.7578106315817315e-18
931.3000000000003,2.385812940612616e-16,5.741509127417458e-18
931.5000000000002,2.3845159404551703e-16,5.753246202705745e-18
931.7000000000003,2.3838277677933315e-16,5.742714994011603e-18
931.9000000000003,2.383474498546996e-16,5.748255930179414e-18
932.0999999999993,2.380925935205387e-16,5.725816849966298e-18
932.2999999999994,2.3816419624800935e-16,5.7482021169710476e-18
932.4999999999993,2.379049688505494e-16,5.731049873378839e-18
932.6999999999994,2.3789569281438534e-16,5.743416442854271e-18
932.8999999999994,2.3775214526378747e-16,5.718123352036468e-18
933.0999999999993,2.376942861735907e-16,5.729937689147912e-18
933.2999999999994,2.3758120378605226e-16,5.724711185901862e-18
933.4999999999994,2.374219366628491e-16,5.730996705961718e-18
933.6999999999994,2.3741230401781727e-16,5.708996154288732e-18
933.8999999999994,2.3719828294677286e-16,5.7257521227247546e-18
934.0999999999995,2.371610965599551e-16,5.7216908830694644e-18
934.2999999999994,2.3703497735004604e-16,5.6958947647640824e-18
934.4999999999994,2.369854759770804e-16,5.729191368893821e-18
934.6999999999995,2.36894255371752e-16,5.696194853390515e-18
934.8999999999994,2.367220713245617e-16,5.708090293840571e-18
935.0999999999995,2.3657943363101453e-16,5.6989817081692225e-18
935.2999999999995,2.3658429787192924e-16,5.709583302608568e-18
935.4999999999994,2.3643858128899843e-16,5.695477570590446e-18
935.6999999999995,2.364081286706875e-16,5.693681866021844e-18
935.8999999999995,2.3615099605848624e-16,5.696323477810169e-18
936.0999999999995,2.361682599771866e-16,5.685247604730782e-18
936.2999999999995,2.360477667023201e-16,5.695138884073611e-18
936.4999999999995,2.359628062393778e-16,5.679279506707607e-18
936.6999999999995,2.3581734774944136e-16,5.69564960166598e-18
936.8999999999995,2.356939794136196e-16,5.661400428556706e-18
937.0999999999996,2.3564804151620683e-16,5.6957403058978945e-18
937.2999999999995,2.3553347758258414e-16,5.679053688181535e-18
937.4999999999995,2.354985428527207e-16,5.656130184348801e-18
937.6999999999996,2.352736653924891e-16,5.685778008745841e-18
937.8999999999995,2.3527245745772403e-16,5.662137000485445e-18
938.0999999999996,2.350968256020134e-16,5.667399202724254e-18
938.2999999999996,2.3490472321645385e-16,5.672230997023073e-18
938.4999999999995,2.351103812715992e-16,5.6592348418968446e-18
938.6999999999996,2.3477060652509917e-16,5.64650637044723e-18
938.8999999999996,2.3469358767755944e-16,5.665630264631691e-18
939.0999999999996,2.346255046749554e-16,5.665070384857174e-18
939.2999999999996,2.3458513616852913e-16,5.633429366136133e-18
939.4999999999997,2.3433957941581177e-16,5.65543897681475e-18
939.6999999999996,2.3438884027248706e-16,5.659842057413071e-18
939.8999999999996,2.3420522838746663e-16,5.63965486590223e-18
940.0999999999997,2.3414883697691184e-16,5.630285126836734e-18
940.2999999999996,2.340550322777143e-16,5.646884119675967e-18
940.4999999999997,2.3385010055255513e-16,5.631392673850291e-18
940.6999999999997,2.338491756939959e-16,5.645633636626407e-18
940.8999999999996,2.337292338968677e-16,5.63480888146512e-18
941.0999999999997,2.33604645312999e-16,5.626004771681455e-18
941.2999999999997,2.3359504212262215e-16,5.626532090687783e-18
941.4999999999997,2.333770242291344e-16,5.634371148786399e-18
941.6999999999997,2.3330573858075583e-16,5.609387175667393e-18
941.8999999999997,2.332800597669855e-16,5.623474470711034e-18
942.0999999999997,2.330634371518562e-16,5.624021552643433e-18
942.2999999999997,2.330862839283684e-16,5.622062453963464e-18
942.4999999999998,2.3291426908580413e-16,5.595808317980145e-18
942.6999999999997,2.3281432822858463e-16,5.621994349993578e-18
942.8999999999997,2.32734945129787e-16,5.612443819591633e-18
943.0999999999998,2.326215906969695e-16,5.5902695112173614e-18
943.2999999999997,2.3257465163407227e-16,5.6232191842142565e-18
943.4999999999998,2.3238207402417745e-16,5.591824676306557e-18
943.6999999999998,2.3237312132429773e-16,5.5988060541938975e-18
943.8999999999997,2.321904857656606e-16,5.6032096843854186e-18
944.0999999999998,2.322167900336318e-16,5.59462306804986e-18
944.2999999999998,2.3199621528121325e-16,5.580028423382174e-18
944.4999999999998,2.318901305480753e-16,5.6034462522375245e-18
944.6999999999998,2.318994230284306e-16,5.573395781766157e-18
944.8999999999999,2.317066265062919e-16,5.601069152366698e-18
945.0999999999998,2.317223217098784e-16,5.576743160759487e-18
945.2999999999998,2.3142248228745224e-16,5.566054816543725e-18
945.4999999999999,2.315443371295638e-16,5.5987674284165246e-18
945.6999999999998,2.3134634655135366e-16,5.565778733419725e-18
945.8999999999999,2.3116698717858466e-16,5.577120253185034e-18
946.0999999999999,2.312021212685153e-16,5.575614044336785e-18
946.2999999999998,2.3109185014858835e-16,5.553474074976873e-18
946.4999999999999,2.3095183871703054e-16,5.578168525622017e-18
946.6999999999999,2.3078728387998066e-16,5.558086192510175e-18
946.8999999999999,2.3079261688598264e-16,5.563820635822324e-18
947.0999999999999,2.3063977401320293e-16,5.560519514424379e-18
947.3,2.3061194724383755e-16,5.551538602690933e-18
947.4999999999999,2.304815384235484e-16,5.553101810442698e-18
947.6999999999999,2.302910306367302e-16,5.5584964166291115e-18
947.9,2.3026984368151886e-16,5.541218549790009e-18
948.0999999999999,2.302647568261397e-16,5.56088159559614e-18
948.3,2.300053810952249e-16,5.533745188679182e-18
948.5,2.2998611790286513e-16,5.544816233830971e-18
948.6999999999999,2.298956173983204e-16,5.55046904762962e-18
948.9,2.297904915069179e-16,5.526455084811239e-18
949.1,2.2970959836496307e-16,5.52187219078803e-18
949.3,2.2952763023868514e-16,5.555103969717418e-18
949.5,2.295524885644337e-16,5.527545605252464e-18
949.7,2.293825282092959e-16,5.521549691582621e-18
949.9,2.292784341640809e-16,5.5288666609679345e-18
950.1,2.2923061012470177e-16,5.531134332243046e-18
950.3000000000001,2.2898117935545416e-16,5.513809502957695e-18
950.5,2.2913429959154784e-16,5.517627417648964e-18
950.7,2.2895832401417624e-16,5.528933516266951e-18
950.9000000000001,2.2865293164028064e-16,5.4946742826700215e-18
951.1,2.2888078616080763e-16,5.523111775438804e-18
951.3000000000001,2.28484491601014e-16,5.505525925912848e-18
951.5000000000001,2.2854290071916646e-16,5.524429457953277e-18
951.7,2.284909946348471e-16,5.482935897280097e-18
951.9000000000001,2.283480123545502e-16,5.5155713874339486e-18
952.1000000000001,2.2822602435389416e-16,5.497696148051411e-18
952.3000000000001,2.2805938999009877e-16,5.492244179529703e-18
952.5000000000001,2.2811597376632753e-16,5.500263214073724e-18
952.7000000000002,2.279105303645013e-16,5.492222974113112e-18
952.9000000000001,2.2783608414316693e-16,5.496518696378504e-18
953.1000000000001,2.2773468149101e-16,5.4813068984883325e-18
953.3000000000002,2.27742149677986e-16,5.5038241863552345e-18
953.5000000000001,2.27533815481048e-16,5.461085233588365e-18
953.7000000000002,2.274255053329202e-16,5.489720098296316e-18
953.9000000000002,2.27397939970201e-16,5.499660576468545e-18
954.1000000000001,2.2726744910390175e-16,5.4455487601286525e-18
954.3000000000002,2.271800330100282e-16,5.492683049462419e-18
954.5000000000002,2.2710806538775054e-16,5.470174375006129e-18
954.7000000000002,2.2699549837076203e-16,5.471040996849213e-18
954.9000000000002,2.268158255037168e-16,5.46514379404269e-18
955.1000000000003,2.268678056941242e-16,5.470837809001723e-18
955.3000000000002,2.266946929674931e-16,5.454645748960906e-18
955.5000000000002,2.265678719622168e-16,5.470975584664853e-18
955.7000000000003,2.265504569949185e-16,5.455561554749507e-18
955.9000000000002,2.263665532145866e-16,5.452739180210585e-18
956.1000000000003,2.2640690139472534e-16,5.457855936411684e-18
956.3000000000003,2.2606846805771226e-16,5.453168786762456e-18
956.5000000000002,2.2628922793245e-16,5.449126006842797e-18
956.7000000000003,2.2598134179371654e-16,5.448716589934668e-18
956.9000000000003,2.2592444390368304e-16,5.440335214738322e-18
957.0999999999993,2.2583760474091276e-16,5.442515234021776e-18
957.2999999999994,2.257560507868438e-16,5.4425982347697825e-18
957.4999999999993,2.256501180352466e-16,5.443340136579572e-18
957.6999999999994,2.25581418610706e-16,5.431934602492354e-18
957.8999999999994,2.254537635253508e-16,5.438780817450282e-18
958.0999999999993,2.2541455335428333e-16,5.4209256727319205e-18
958.2999999999994,2.2526306383482555e-16,5.445301927861316e-18
958.4999999999994,2.2509462217218686e-16,5.414111458590281e-18
958.6999999999994,2.251454070548156e-16,5.4182318514304615e-18
958.8999999999994,2.250703652912332e-16,5.438629813145181e-18
959.0999999999995,2.247783399131129e-16,5.415116051340255e-18
959.2999999999994,2.248920028717631e-16,5.42097227000083e-18
959.4999999999994,2.247382435061191e-16,5.399951644121857e-18
959.6999999999995,2.2450322762430457e-16,5.4322197183977524e-18
959.8999999999994,2.245760608473456e-16,5.4003435888387195e-18
960.0999999999995,2.244342786246001e-16,5.414176440991813e-18
960.2999999999995,2.243425714591686e-16,5.398741922596013e-18
960.4999999999994,2.242234154854173e-16,5.4166380748823634e-18
960.6999999999995,2.241781977809458e-16,5.390494362948449e-18
960.8999999999995,2.2406173706625895e-16,5.401916459689543e-18
961.0999999999995,2.2385839297342723e-16,5.4031577949457015e-18
961.2999999999995,2.2399720306841037e-16,5.388846762349752e-18
961.4999999999995,2.237035999381535e-16,5.392713572330362e-18
961.6999999999995,2.2374331346756123e-16,5.395902340846906e-18
961.8999999999995,2.2345590584382734e-16,5.3930973921196935e-18
962.0999999999996,2.2362478429494704e-16,5.376849913337307e-18
962.2999999999995,2.23361132757713e-16,5.377554102831308e-18
962.4999999999995,2.232435747743002e-16,5.395924686779736e-18
962.6999999999996,2.233017471728608e-16,5.375954288070268e-18
962.8999999999995,2.2309947486739738e-16,5.3713475768132984e-18
963.0999999999996,2.230228440516044e-16,5.386028588021893e-18
963.2999999999996,2.228366469299512e-16,5.362306091742144e-18
963.4999999999995,2.2297642416207814e-16,5.372766513032198e-18
963.6999999999996,2.2268989939726707e-16,5.370579227491693e-18
963.8999999999996,2.2272366609320584e-16,5.373818799132756e-18
964.0999999999996,2.224430437412344e-16,5.341897934679106e-18
964.2999999999996,2.2252605489233884e-16,5.377634199150502e-18
964.4999999999997,2.2235836624965776e-16,5.357827293404586e-18
964.6999999999996,2.2229211012717027e-16,5.355778895572111e-18
964.8999999999996,2.221937106020185e-16,5.353462189560039e-18
965.0999999999997,2.221781700128112e-16,5.353522372002994e-18
965.2999999999996,2.2194429808639152e-16,5.351440515751622e-18
965.4999999999997,2.2184963124477916e-16,5.34831093921968e-18
965.6999999999997,2.2189503193290185e-16,5.340253262755079e-18
965.8999999999996,2.217067634925227e-16,5.347868357148735e-18
966.0999999999997,2.2167660192593705e-16,5.347132798984332e-18
966.2999999999997,2.2148203012889026e-16,5.3360033249245785e-18
966.4999999999997,2.21456519320239e-16,5.341349607430743e-18
966.6999999999997,2.213929313357878e-16,5.328036957488783e-18
966.8999999999997,2.2122145939724256e-16,5.325847465327526e-18
967.0999999999997,2.2127669877109988e-16,5.336688636702165e-18
967.2999999999997,2.2100250335812786e-16,5.326515308425697e-18
967.4999999999998,2.2099198971436957e-16,5.3389924606577345e-18
967.6999999999997,2.2096616326478331e-16,5.302952746984863e-18
967.8999999999997,2.206977358100969e-16,5.3342460174373215e-18
968.0999999999998,2.208682137897365e-16,5.32146831855716e-18
968.2999999999997,2.2056444120665206e-16,5.313335221318854e-18
968.4999999999998,2.2044278771490958e-16,5.3097860738318925e-18
968.6999999999998,2.2053852685547402e-16,5.320888441678631e-18
968.8999999999997,2.203467359185411e-16,5.307058720436032e-18
969.0999999999998,2.2022313541772375e-16,5.3080184134829606e-18
969.2999999999998,2.2023189072077766e-16,5.3131983443917325e-18
969.4999999999998,2.1999379726626925e-16,5.3001121866114485e-18
969.6999999999998,2.2005160626294898e-16,5.292498281308319e-18
969.8999999999999,2.1985432669000647e-16,5.3057266546733725e-18
970.0999999999998,2.1975366031165407e-16,5.294667783737226e-18
970.2999999999998,2.198594954251893e-16,5.305075640897833e-18
970.4999999999999,2.1952638854541218e-16,5.2781572057713915e-18
970.6999999999998,2.1955072806840123e-16,5.304648867707435e-18
970.8999999999999,2.194469905301979e-16,5.276798437868547e-18
971.0999999999999,2.1933603845625239e-16,5.2965446073640094e-18
971.2999999999998,2.192640873547862e-16,5.278599893306166e-18
971.4999999999999,2.1909456849073962e-16,5.278221976009006e-18
971.6999999999999,2.1918865553165233e-16,5.284178376281292e-18
971.8999999999999,2.1898394664900613e-16,5.2853280408383986e-18
972.0999999999999,2.1884595065655627e-16,5.2558328018607066e-18
972.3,2.1876249845597389e-16,5.29146767229465e-18
972.4999999999999,2.1883462674503298e-16,5.271705408848784e-18
972.6999999999999,2.185063332615272e-16,5.259818626427577e-18
972.9,2.1862824075206166e-16,5.270799452583372e-18
973.0999999999999,2.1838990771423076e-16,5.263720094376672e-18
973.3,2.1836780415792995e-16,5.261134328611601e-18
973.5,2.182488678534621e-16,5.260180630382747e-18
973.6999999999999,2.1820052976058913e-16,5.264032892390156e-18
973.9,2.180628782229373e-16,5.243665071357717e-18
974.1,2.180399235406295e-16,5.266107678161275e-18
974.3,2.178433653877283e-16,5.242107262273059e-18
974.5,2.1786378480114933e-16,5.25176687828041e-18
974.7,2.177018037408767e-16,5.2530925594486865e-18
974.9,2.1765025290282452e-16,5.246522725170854e-18
975.1,2.175483382853799e-16,5.230744172905875e-18
975.3000000000001,2.1739970507804918e-16,5.246866897518309e-18
975.5,2.174064864722051e-16,5.2337555318005716e-18
975.7,2.1728344637980662e-16,5.244379165088985e-18
975.9000000000001,2.1713769226937433e-16,5.233279895463814e-18
976.1,2.1712437269872902e-16,5.2146807521448614e-18
976.3000000000001,2.1697475740550697e-16,5.2507563999471084e-18
976.5000000000001,2.169966193343455e-16,5.222796255242487e-18
976.7,2.168116932271514e-16,5.227842980832509e-18
976.9000000000001,2.1665876187227479e-16,5.223557936529778e-18
977.1000000000001,2.1670994051052054e-16,5.2176983372689156e-18
977.3000000000001,2.1658613517255907e-16,5.224130950315763e-18
977.5000000000001,2.164234588828792e-16,5.205059394867372e-18
977.7000000000002,2.1641199578051662e-16,5.2248396764105215e-18
977.9000000000001,2.1626990505726785e-16,5.2122434301165575e-18
978.1000000000001,2.1622674870824604e-16,5.210054984432429e-18
978.3000000000002,2.161150911077185e-16,5.2038258342686096e-18
978.5000000000001,2.1609012801775853e-16,5.216822157369166e-18
978.7000000000002,2.1577700509051388e-16,5.192550807715788e-18
978.9000000000002,2.159575195595695e-16,5.2029454836677886e-18
979.1000000000001,2.157832134979333e-16,5.203773843848599e-18
979.3000000000002,2.1561587329064414e-16,5.19630092131323e-18
979.5000000000002,2.156097637987754e-16,5.2015506971042616e-18
979.7000000000002,2.1548658624798145e-16,5.190623573877699e-18
979.9000000000002,2.1543290268234636e-16,5.1928333467290235e-18
980.1000000000003,2.153260646883249e-16,5.177017932605323e-18
980.3000000000002,2.1516733839233198e-16,5.2013147983936455e-18
980.5000000000002,2.152162808364328e-16,5.1831315612025644e-18
980.7000000000003,2.1491953688343222e-16,5.175144057748251e-18
980.9000000000002,2.1509935058096396e-16,5.1796712534847045e-18
981.1000000000003,2.148914274617277e-16,5.184253564580065e-18
981.3000000000003,2.1466586062750407e-16,5.179137806499354e-18
981.5000000000002,2.1480942528619434e-16,5.1750366823102e-18
981.7000000000003,2.1457506601682995e-16,5.157499550163515e-18
981.9000000000003,2.145434417000653e-16,5.192818185154708e-18
982.0999999999993,2.1444282951560134e-16,5.152603769176518e-18
982.2999999999994,2.1430311981505899e-16,5.166143485850685e-18
982.4999999999993,2.1431894045568969e-16,5.166726671804014e-18
982.6999999999994,2.1410462296622564e-16,5.166871712439391e-18
982.8999999999994,2.1418895283429904e-16,5.154540732717517e-18
983.0999999999993,2.139716054076942e-16,5.154459302468276e-18
983.2999999999994,2.1388970215979409e-16,5.1722214431276435e-18
983.4999999999994,2.138282940605162e-16,5.126615198806682e-18
983.6999999999994,2.137233262886308e-16,5.164995109572483e-18
983.8999999999994,2.1364628128607933e-16,5.156776146610821e-18
984.0999999999995,2.136029646238381e-16,5.128838925838714e-18
984.2999999999994,2.1343302430778313e-16,5.1501698489147715e-18
984.4999999999994,2.13394643196341e-16,5.157241754955886e-18
984.6999999999995,2.1334237700816773e-16,5.138595301418116e-18
984.8999999999994,2.132046589060356e-16,5.1255680427360836e-18
985.0999999999995,2.1308466457215076e-16,5.137092639190837e-18
985.2999999999995,2.130741601821169e-16,5.1350980548491e-18
985.4999999999994,2.1297767688428966e-16,5.1420560480204906e-18
985.6999999999995,2.1281203942837044e-16,5.127102409954212e-18
985.8999999999995,2.1280527337313742e-16,5.118654942189526e-18
986.0999999999995,2.126768837797892e-16,5.1358218531738434e-18
986.2999999999995,2.1262677882652728e-16,5.116821742687038e-18
986.4999999999995,2.1252569803936566e-16,5.12433124450853e-18
986.6999999999995,2.124507796545487e-16,5.124628147198181e-18
986.8999999999995,2.123023990530846e-16,5.111053755416352e-18
987.0999999999996,2.1222853066749203e-16,5.1163996768418275e-18
987.2999999999995,2.1226505204685438e-16,5.116121570840495e-18
987.4999999999995,2.1201930376147149e-16,5.104063902034636e-18
987.6999999999996,2.119935062017988e-16,5.117902674786313e-18
987.8999999999995,2.1194255471565428e-16,5.099032099627682e-18
988.0999999999996,2.1188895450526812e-16,5.116183424854542e-18
988.2999999999996,2.1161224057928139e-16,5.096105582572677e-18
988.4999999999995,2.1176955630553245e-16,5.104373516387774e-18
